# List of configurations
LR,Model,NoiseMethod,NoiseLevel,NoiseLevelIndex,TrialIndex,Technique,CCPickCleans,OptimizerFE,OptimizerIF,SGDDecay,SGDMomentum,Scheduler,Loss,Dataset,SamplesPerLabel,Iterations,LrSwitchIteration,AsifStartEpoch,IFFETrainLayers,IFHeads,RandomIFHeads,SharedIFLayers,IFReversePrivate,IFReversePublic,ClassPickCleansStartEpoch,ClassPickCleans,BadLabelPickingFreq,BadLabelPickingSampleCount,BadLabelPickingCycleCount,UseAugmentation,UseDGR,AsifLossCoef,PHuberTau
0.1,nishi_resnet18,sym,70,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,70,1,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,70,2,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,70,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,70,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,70,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,80,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,80,1,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,80,2,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,80,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,80,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,80,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,90,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,90,1,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,sym,90,2,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,90,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,90,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,instance,90,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,0,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,10,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,10,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,10,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,100,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,100,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,100,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,1000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,1000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,1000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,2000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,2000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,2000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,3000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,3000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,3000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,0,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,4000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,1,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,4000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
0.1,nishi_resnet18,none,0,0,2,phuber,False,SGD,SGD,5e-4,0.9,phuber,ce,CIFAR10,4000,78200,78200,0,0,"",10,2,False,False,19,none,10,1000,0,False,True,1.0,2
